ville,lien,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
La Baume-Cornillane (26120),/management/ville/la-baume-cornillane/ville-26032,8.4,8.5,8.3,7.6,7.1,8.7,8.7,8.5,9.5,10.2,9.7,10.2,9.9
La Baume-d'Hostun (26730),/management/ville/la-baume-d-hostun/ville-26034,9.9,9.6,9.9,8.8,8.4,10.3,10.2,9.6,10.4,11.4,10.9,11.6,11.0
La Baume-de-Transit (26790),/management/ville/la-baume-de-transit/ville-26033,9.1,9.5,9.9,9.9,8.8,10.3,10.4,10.0,11.1,11.8,11.8,12.4,11.8
La Baussaine (35190),/management/ville/la-baussaine/ville-35017,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
La Bazeuge (87210),/management/ville/la-bazeuge/ville-87008,6.8,7.0,7.4,6.9,6.3,8.2,8.4,8.5,9.2,9.8,9.5,10.0,9.6
La Bazoche-Gouet (28330),/management/ville/la-bazoche-gouet/ville-28027,7.2,7.3,6.8,5.8,5.9,8.6,7.5,7.3,8.1,8.8,9.1,8.9,9.0
La Bazoge (72650),/management/ville/la-bazoge/ville-72024,7.0,7.4,7.9,7.0,6.3,8.8,8.8,8.4,9.0,10.1,9.9,10.4,9.9
La Bazoge-Montpinçon (53440),/management/ville/la-bazoge-montpincon/ville-53021,5.0,5.3,5.2,4.4,4.3,5.8,5.8,5.3,5.9,6.8,6.4,7.2,6.6
La Bazoque (14490),/management/ville/la-bazoque/ville-14050,7.4,7.5,8.3,7.2,6.3,8.2,7.8,7.9,8.9,9.2,8.9,9.4,8.7
La Bazouge-de-Chemeré (53170),/management/ville/la-bazouge-de-chemere/ville-53022,5.1,5.4,5.6,4.8,4.5,6.6,6.3,5.7,6.3,7.1,6.7,7.1,6.6
La Bazouge-des-Alleux (53470),/management/ville/la-bazouge-des-alleux/ville-53023,5.1,5.4,5.6,4.8,4.5,6.6,6.3,5.7,6.3,7.1,6.7,7.1,6.6
La Bazouge-du-Désert (35420),/management/ville/la-bazouge-du-desert/ville-35018,5.4,5.4,5.7,5.6,4.8,7.0,6.9,6.3,7.0,7.6,7.2,7.5,7.3
La Beaume (05140),/management/ville/la-beaume/ville-05019,7.1,7.4,7.3,7.1,6.4,7.4,7.4,7.8,8.5,9.1,8.9,9.2,8.7
La Bégude-de-Mazenc (26160),/management/ville/la-begude-de-mazenc/ville-26045,9.1,9.5,9.9,9.9,8.8,10.3,10.4,10.0,11.1,11.8,11.8,12.4,11.8
La Bellière (61570),/management/ville/la-belliere/ville-61039,9.9,10.1,9.0,8.3,7.8,10.1,9.1,9.1,9.4,10.0,9.3,9.5,9.1
La Belliole (89150),/management/ville/la-belliole/ville-89036,8.4,8.8,9.0,8.0,7.3,9.6,9.6,9.5,10.5,11.4,10.8,11.0,10.2
La Bénisson-Dieu (42720),/management/ville/la-benisson-dieu/ville-42016,8.7,8.5,8.4,7.9,7.2,9.5,9.2,8.7,9.5,10.3,9.8,10.1,9.6
La Berlière (08240),/management/ville/la-berliere/ville-08061,12.2,12.0,13.1,11.2,10.2,13.0,11.5,11.0,12.3,13.4,12.8,13.4,12.5
La Bernardière (85610),/management/ville/la-bernardiere/ville-85021,7.4,7.4,7.3,6.6,5.7,7.5,7.6,7.1,7.5,8.2,8.1,8.6,7.9
La Bernerie-en-Retz (44760),/management/ville/la-bernerie-en-retz/ville-44012,7.4,7.4,7.3,6.6,5.7,7.5,7.6,7.1,7.5,8.2,8.1,8.6,7.9
La Berthenoux (36400),/management/ville/la-berthenoux/ville-36017,7.5,7.9,8.2,6.6,5.9,7.8,8.0,7.7,8.6,9.3,9.4,9.7,9.6
La Besace (08450),/management/ville/la-besace/ville-08063,12.2,12.0,13.1,11.2,10.2,13.0,11.5,11.0,12.3,13.4,12.8,13.4,12.5
La Besseyre-Saint-Mary (43170),/management/ville/la-besseyre-saint-mary/ville-43029,7.2,7.3,7.6,7.4,6.6,8.2,7.4,7.7,9.0,9.5,9.2,9.1,8.8
La Bezole (11300),/management/ville/la-bezole/ville-11039,9.5,9.5,9.9,9.5,8.7,10.2,10.6,10.9,12.8,13.3,13.2,13.6,11.9
La Bigottière (53240),/management/ville/la-bigottiere/ville-53031,5.1,5.4,5.6,4.8,4.5,6.6,6.3,5.7,6.3,7.1,6.7,7.1,6.6
La Biolle (73410),/management/ville/la-biolle/ville-73043,6.1,5.9,5.6,4.9,4.3,6.6,6.7,5.9,6.3,6.6,6.5,6.7,6.3
La Bloutière (50800),/management/ville/la-bloutiere/ville-50060,5.0,5.3,5.5,5.1,4.5,6.5,6.3,6.0,6.2,6.8,6.9,6.9,6.5
La Boisse (01120),/management/ville/la-boisse/ville-01049,7.8,7.9,7.8,7.2,6.2,8.3,8.4,8.1,8.8,9.3,9.1,9.3,8.8
La Boissière (14340),/management/ville/la-boissiere/ville-14082,8.6,9.0,9.2,8.1,7.1,9.7,9.4,9.3,9.7,10.2,9.8,10.2,9.1
La Boissière-de-Montaigu (85600),/management/ville/la-boissiere-de-montaigu/ville-85025,7.4,7.4,7.3,6.6,5.7,7.5,7.6,7.1,7.5,8.2,8.1,8.6,7.9
La Boissière-des-Landes (85430),/management/ville/la-boissiere-des-landes/ville-85026,6.0,6.2,6.5,5.6,5.3,8.0,7.5,7.0,7.6,8.5,8.4,8.8,8.2
La Boissière-du-Doré (44430),/management/ville/la-boissiere-du-dore/ville-44016,7.4,7.4,7.3,6.6,5.7,7.5,7.6,7.1,7.5,8.2,8.1,8.6,7.9
La Boissière-École (78125),/management/ville/la-boissiere-ecole/ville-78077,5.3,5.4,5.4,4.3,3.8,5.0,5.4,5.2,5.5,5.8,5.6,5.8,5.7
La Boissière-en-Gâtine (79310),/management/ville/la-boissiere-en-gatine/ville-79040,6.2,6.1,6.5,5.9,5.3,6.8,7.1,6.6,7.3,7.8,7.6,8.1,7.6
La Bollène-Vésubie (06450),/management/ville/la-bollene-vesubie/ville-06020,8.1,8.1,8.0,7.3,6.5,8.2,8.2,8.3,9.2,10.2,10.3,10.9,10.3
La Bonneville (50360),/management/ville/la-bonneville/ville-50064,9.3,9.6,9.8,8.9,7.8,9.6,9.2,9.1,9.3,9.7,9.5,9.5,8.8
La Bonneville-sur-Iton (27190),/management/ville/la-bonneville-sur-iton/ville-27082,7.8,8.0,8.4,7.7,7.0,8.9,9.1,8.9,9.7,10.6,10.2,10.3,10.1
La Bosse (25210),/management/ville/la-bosse/ville-25077,5.4,4.9,4.9,3.9,3.3,7.0,8.0,5.7,5.8,7.0,6.7,7.5,7.7
La Bosse-de-Bretagne (35320),/management/ville/la-bosse-de-bretagne/ville-35030,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
La Bouëxière (35340),/management/ville/la-bouexiere/ville-35031,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
La Bouilladisse (13720),/management/ville/la-bouilladisse/ville-13016,11.4,11.4,12.0,11.5,10.1,11.5,11.9,12.1,12.4,12.9,12.5,12.8,12.1
La Bouille (76530),/management/ville/la-bouille/ville-76131,9.2,9.2,9.2,8.2,7.3,9.5,9.6,9.4,10.0,10.9,10.6,10.8,10.5
La Bouillie (22240),/management/ville/la-bouillie/ville-22012,6.5,6.7,7.0,6.3,5.7,7.3,7.4,7.3,8.0,8.8,8.7,9.0,8.7
La Boulaye (71320),/management/ville/la-boulaye/ville-71046,6.9,7.0,7.2,6.2,5.5,8.3,8.2,7.7,8.1,8.2,7.9,7.9,7.7
La Bourboule (63150),/management/ville/la-bourboule/ville-63047,7.1,7.2,7.3,7.0,6.4,8.1,8.1,7.8,8.2,8.6,8.4,8.7,8.3
La Bourdinière-Saint-Loup (28360),/management/ville/la-bourdiniere-saint-loup/ville-28048,6.8,7.2,6.9,5.9,5.1,7.2,7.4,7.2,7.9,8.6,8.5,8.7,8.3
La Bourgonce (88470),/management/ville/la-bourgonce/ville-88068,10.0,11.4,12.1,10.6,10.1,13.4,12.4,12.2,13.4,14.5,14.4,14.4,13.6
La Boussac (35120),/management/ville/la-boussac/ville-35034,8.2,8.1,8.1,7.5,6.4,8.7,8.7,8.1,9.2,9.7,9.0,9.5,8.9
La Bouteille (02140),/management/ville/la-bouteille/ville-02109,13.5,13.5,14.2,12.8,12.4,14.8,15.3,15.5,16.4,17.5,17.0,17.0,16.3
La Brède (33650),/management/ville/la-brede/ville-33213,9.0,9.0,8.8,7.8,6.9,8.4,8.8,8.8,9.4,9.9,9.8,10.2,9.7
La Brée-les-Bains (17840),/management/ville/la-bree-les-bains/ville-17486,10.6,10.8,11.0,9.5,8.6,11.1,11.1,10.5,11.1,12.2,11.8,12.1,11.4
La Breille-les-Pins (49390),/management/ville/la-breille-les-pins/ville-49045,8.5,8.3,9.1,8.1,7.2,9.6,9.3,9.0,9.8,10.5,10.4,10.7,10.3
La Bresse (88250),/management/ville/la-bresse/ville-88075,7.7,8.0,8.8,7.6,7.0,9.7,9.1,8.7,10.0,10.8,10.5,11.0,10.3
La Bretenière (25640),/management/ville/la-breteniere/ville-25092,6.9,7.2,7.4,6.8,6.2,8.2,8.1,7.4,7.8,8.4,8.1,8.5,8.1
La Bretonnière-la-Claye (85320),/management/ville/la-bretonniere-la-claye/ville-85036,6.0,6.2,6.5,5.6,5.3,8.0,7.5,7.0,7.6,8.5,8.4,8.8,8.2
La Bridoire (73520),/management/ville/la-bridoire/ville-73058,6.8,6.6,6.4,5.9,5.4,7.4,7.7,7.2,7.5,8.0,7.9,8.3,7.8
La Brigue (06430),/management/ville/la-brigue/ville-06162,6.8,6.7,7.0,6.0,5.2,6.9,7.1,7.5,8.6,9.3,9.3,9.9,9.6
La Brillanne (04700),/management/ville/la-brillanne/ville-04034,9.7,10.1,10.0,9.5,8.7,10.6,10.7,10.7,11.8,12.6,12.2,12.4,12.1
La Brionne (23000),/management/ville/la-brionne/ville-23033,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
La Broque (67130),/management/ville/la-broque/ville-67066,4.8,5.2,5.2,4.3,4.1,6.1,5.8,5.7,6.0,6.9,6.7,6.7,6.4
La Brosse-Montceaux (77940),/management/ville/la-brosse-montceaux/ville-77054,9.4,9.7,10.1,8.9,7.5,9.5,9.2,9.6,10.3,11.5,11.5,12.5,11.5
La Brousse (17160),/management/ville/la-brousse/ville-17071,7.3,7.3,7.4,6.5,6.2,8.7,8.4,7.8,8.4,9.0,8.8,8.5,8.1
La Bruère-sur-Loir (72500),/management/ville/la-bruere-sur-loir/ville-72049,7.2,7.3,8.2,7.8,6.6,9.5,9.1,8.4,9.1,10.4,9.9,10.4,9.9
La Bruffière (85530),/management/ville/la-bruffiere/ville-85039,7.4,7.4,7.3,6.6,5.7,7.5,7.6,7.1,7.5,8.2,8.1,8.6,7.9
La Bruguière (30580),/management/ville/la-bruguiere/ville-30056,10.2,10.3,10.5,9.7,9.0,10.6,10.4,10.6,11.2,12.5,12.2,12.5,12.1
La Brûlatte (53410),/management/ville/la-brulatte/ville-53045,5.1,5.4,5.6,4.8,4.5,6.6,6.3,5.7,6.3,7.1,6.7,7.1,6.6
La Bruyère (70280),/management/ville/la-bruyere/ville-70103,6.7,7.4,8.0,7.1,6.6,9.2,8.5,7.9,9.0,10.0,9.8,9.7,8.7
La Buisse (38500),/management/ville/la-buisse/ville-38061,7.4,7.3,7.2,6.6,5.9,7.9,7.5,7.3,7.6,8.1,7.9,8.4,8.0
La Buissière (38530),/management/ville/la-buissiere/ville-38062,7.4,7.3,7.2,6.6,5.9,7.9,7.5,7.3,7.6,8.1,7.9,8.4,8.0
La Burbanche (01510),/management/ville/la-burbanche/ville-01066,6.0,6.0,6.0,5.1,4.9,7.1,7.3,6.7,7.4,7.7,7.3,7.8,7.4
La Bussière (45230),/management/ville/la-bussiere/ville-45060,6.9,6.9,7.3,6.4,6.7,9.6,9.3,9.3,10.2,11.3,10.8,10.9,10.4
La Bussière-sur-Ouche (21360),/management/ville/la-bussiere-sur-ouche/ville-21120,7.0,7.0,7.0,6.5,5.7,7.3,7.5,7.2,7.8,8.8,8.3,8.8,8.4
La Buxerette (36140),/management/ville/la-buxerette/ville-36028,7.5,7.9,8.2,6.6,5.9,7.8,8.0,7.7,8.6,9.3,9.4,9.7,9.6
La Cabanasse (66210),/management/ville/la-cabanasse/ville-66027,8.4,8.7,8.3,8.2,7.7,9.5,10.3,9.8,11.3,12.3,11.7,12.5,12.7
La Cadière-d'Azur (83740),/management/ville/la-cadiere-d-azur/ville-83027,11.4,11.4,12.0,11.5,10.1,11.5,11.9,12.1,12.4,12.9,12.5,12.8,12.1
La Cadière-et-Cambo (30170),/management/ville/la-cadiere-et-cambo/ville-30058,12.7,12.2,13.1,12.3,11.4,12.4,12.0,11.8,12.3,13.3,13.3,14.1,13.3
La Caillère-Saint-Hilaire (85410),/management/ville/la-caillere-saint-hilaire/ville-85040,6.0,6.2,6.5,5.6,5.3,8.0,7.5,7.0,7.6,8.5,8.4,8.8,8.2
La Caine (14210),/management/ville/la-caine/ville-14122,8.6,8.8,8.9,8.0,6.8,9.0,9.0,8.9,9.4,10.0,9.7,10.1,9.5
La Calmette (30190),/management/ville/la-calmette/ville-30061,12.1,11.9,12.4,11.6,10.3,11.9,12.1,11.9,12.7,13.9,13.8,14.2,13.3
La Calotterie (62170),/management/ville/la-calotterie/ville-62196,7.2,7.2,7.7,6.8,6.7,8.5,8.3,8.4,9.4,10.0,9.8,10.1,9.4
La Cambe (14230),/management/ville/la-cambe/ville-14124,7.4,7.5,8.3,7.2,6.3,8.2,7.8,7.9,8.9,9.2,8.9,9.4,8.7
La Canourgue (48500),/management/ville/la-canourgue/ville-48034,4.8,5.1,5.1,4.6,3.8,4.9,4.8,5.1,5.5,6.2,5.8,6.4,6.3
La Capelle (02260),/management/ville/la-capelle/ville-02141,13.5,13.5,14.2,12.8,12.4,14.8,15.3,15.5,16.4,17.5,17.0,17.0,16.3
La Capelle-Balaguier (12260),/management/ville/la-capelle-balaguier/ville-12053,6.3,6.1,6.8,6.2,5.9,7.3,7.2,7.0,7.7,8.8,8.5,8.4,8.2
La Capelle-Bleys (12240),/management/ville/la-capelle-bleys/ville-12054,6.3,6.1,6.8,6.2,5.9,7.3,7.2,7.0,7.7,8.8,8.5,8.4,8.2
La Capelle-Bonance (12130),/management/ville/la-capelle-bonance/ville-12055,4.4,4.5,4.7,4.1,4.0,5.3,5.5,5.1,5.7,6.6,6.3,6.4,6.3
La Capelle-et-Masmolène (30700),/management/ville/la-capelle-et-masmolene/ville-30067,12.1,11.9,12.4,11.6,10.3,11.9,12.1,11.9,12.7,13.9,13.8,14.2,13.3
La Capelle-lès-Boulogne (62360),/management/ville/la-capelle-les-boulogne/ville-62908,11.9,11.8,13.1,11.7,11.1,12.8,12.6,13.1,13.9,14.8,13.8,14.2,13.5
La Cassagne (24120),/management/ville/la-cassagne/ville-24085,7.4,7.6,7.7,7.1,6.5,8.2,8.4,8.7,9.7,10.1,10.0,10.5,9.9
La Cassaigne (11270),/management/ville/la-cassaigne/ville-11072,8.8,8.8,8.9,8.2,7.2,8.8,8.9,8.8,9.5,10.2,10.2,10.4,9.8
La Cauchie (62158),/management/ville/la-cauchie/ville-62216,7.3,7.5,8.0,7.3,6.8,8.6,8.6,8.6,9.2,9.7,9.3,9.4,8.9
La Caunette (34210),/management/ville/la-caunette/ville-34059,11.4,11.5,11.6,11.2,10.7,13.1,13.3,13.2,14.4,15.2,15.1,15.0,14.5
La Caure (51270),/management/ville/la-caure/ville-51100,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
La Cavalerie (12230),/management/ville/la-cavalerie/ville-12063,6.9,7.1,7.7,6.9,6.6,8.3,8.4,8.3,8.9,10.0,9.7,10.3,9.8
La Celette (18360),/management/ville/la-celette/ville-18041,9.1,9.3,9.6,8.2,7.9,9.5,10.2,10.1,10.9,11.5,11.0,11.9,11.4
La Celle (03600),/management/ville/la-celle/ville-03047,9.2,9.0,9.2,8.4,7.7,10.1,10.0,10.0,11.1,11.5,12.0,12.5,11.8
La Celle-Condé (18160),/management/ville/la-celle-conde/ville-18043,7.9,8.0,8.1,7.3,6.5,8.0,8.6,8.4,9.0,9.9,9.4,10.1,9.8
La Celle-Dunoise (23800),/management/ville/la-celle-dunoise/ville-23039,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
La Celle-en-Morvan (71400),/management/ville/la-celle-en-morvan/ville-71509,9.4,8.8,9.1,7.8,7.6,9.2,8.8,8.5,8.9,9.9,9.7,10.7,10.5
La Celle-Guenand (37350),/management/ville/la-celle-guenand/ville-37044,7.6,7.5,7.5,6.8,6.2,7.8,8.0,7.6,8.3,9.2,9.0,9.4,9.1
La Celle-les-Bordes (78720),/management/ville/la-celle-les-bordes/ville-78125,5.9,5.8,5.6,4.9,4.3,5.4,5.8,5.6,5.9,6.4,6.4,6.5,6.4
La Celle-Saint-Avant (37160),/management/ville/la-celle-saint-avant/ville-37045,7.6,7.5,7.5,6.8,6.2,7.8,8.0,7.6,8.3,9.2,9.0,9.4,9.1
La Celle-Saint-Cloud (78170),/management/ville/la-celle-saint-cloud/ville-78126,5.9,5.8,5.6,4.9,4.3,5.4,5.8,5.6,5.9,6.4,6.4,6.5,6.4
La Celle-Saint-Cyr (89116),/management/ville/la-celle-saint-cyr/ville-89063,7.4,7.5,7.8,7.0,6.3,8.6,8.5,8.3,9.0,9.6,9.2,9.6,9.2
La Celle-sous-Chantemerle (51260),/management/ville/la-celle-sous-chantemerle/ville-51103,5.7,5.8,6.2,5.3,5.0,6.4,6.6,6.4,7.1,7.8,7.5,7.9,7.5
La Celle-sous-Gouzon (23230),/management/ville/la-celle-sous-gouzon/ville-23040,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
La Celle-sur-Loire (58440),/management/ville/la-celle-sur-loire/ville-58044,7.7,7.8,8.0,7.2,6.3,8.2,8.9,8.7,9.3,9.7,9.4,9.6,9.3
La Celle-sur-Morin (77515),/management/ville/la-celle-sur-morin/ville-77063,7.3,7.2,6.9,6.3,5.4,6.6,6.8,6.9,7.4,7.9,8.0,8.1,7.8
La Celle-sur-Nièvre (58700),/management/ville/la-celle-sur-nievre/ville-58045,7.7,7.8,8.0,7.2,6.3,8.2,8.9,8.7,9.3,9.7,9.4,9.6,9.3
La Cellette (23350),/management/ville/la-cellette/ville-23041,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
La Cerlangue (76430),/management/ville/la-cerlangue/ville-76169,10.7,10.7,10.8,9.9,8.9,11.5,11.6,11.3,12.0,12.8,12.3,12.4,12.6
La Chabanne (03250),/management/ville/la-chabanne/ville-03050,9.0,9.2,9.5,8.7,7.9,10.0,9.9,9.8,10.4,11.1,10.7,11.1,10.7
La Chailleuse (39270),/management/ville/la-chailleuse/ville-39021,5.5,5.7,6.0,5.2,5.0,6.8,6.7,5.9,6.1,6.7,6.4,6.8,6.6
La Chaise (10500),/management/ville/la-chaise/ville-10072,9.0,9.0,9.6,8.3,7.7,9.2,9.1,9.5,10.5,11.8,11.8,12.7,12.3
La Chaise-Baudouin (50370),/management/ville/la-chaise-baudouin/ville-50112,5.0,5.3,5.5,5.1,4.5,6.5,6.3,6.0,6.2,6.8,6.9,6.9,6.5
La Chaise-Dieu (43160),/management/ville/la-chaise-dieu/ville-43048,6.8,6.6,7.1,6.6,5.8,6.9,7.0,6.8,7.5,8.4,8.4,8.5,8.4
La Chaize-Giraud (85220),/management/ville/la-chaize-giraud/ville-85045,7.3,8.1,8.3,7.1,6.4,9.3,9.2,8.4,9.1,10.4,10.0,10.2,9.2
La Chaize-le-Vicomte (85310),/management/ville/la-chaize-le-vicomte/ville-85046,6.0,6.2,6.5,5.6,5.3,8.0,7.5,7.0,7.6,8.5,8.4,8.8,8.2
La Chamba (42440),/management/ville/la-chamba/ville-42040,8.3,8.4,8.6,7.6,6.9,9.4,9.0,8.7,9.3,10.0,9.8,10.3,9.8
La Chambonie (42440),/management/ville/la-chambonie/ville-42045,8.3,8.4,8.6,7.6,6.9,9.4,9.0,8.7,9.3,10.0,9.8,10.3,9.8
La Chambre (73130),/management/ville/la-chambre/ville-73067,5.5,5.4,5.4,5.3,5.1,7.1,6.8,6.4,7.0,7.7,7.6,7.8,7.1
La Champenoise (36100),/management/ville/la-champenoise/ville-36037,7.5,7.9,8.2,6.6,5.9,7.8,8.0,7.7,8.6,9.3,9.4,9.7,9.6
La Chapelaude (03380),/management/ville/la-chapelaude/ville-03055,9.2,9.0,9.2,8.4,7.7,10.1,10.0,10.0,11.1,11.5,12.0,12.5,11.8
La Chapelle (03300),/management/ville/la-chapelle/ville-03056,9.0,9.2,9.5,8.7,7.9,10.0,9.9,9.8,10.4,11.1,10.7,11.1,10.7
La Chapelle du Lou du Lac (35360),/management/ville/la-chapelle-du-lou-du-lac/ville-35060,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
La Chapelle-Agnon (63590),/management/ville/la-chapelle-agnon/ville-63086,6.5,6.4,7.1,6.7,6.0,7.8,8.2,7.4,7.1,7.9,8.2,8.6,7.9
La Chapelle-Anthenaise (53950),/management/ville/la-chapelle-anthenaise/ville-53056,5.1,5.4,5.6,4.8,4.5,6.6,6.3,5.7,6.3,7.1,6.7,7.1,6.6
La Chapelle-au-Mans (71130),/management/ville/la-chapelle-au-mans/ville-71088,6.9,7.0,7.2,6.2,5.5,8.3,8.2,7.7,8.1,8.2,7.9,7.9,7.7
La Chapelle-au-Moine (61100),/management/ville/la-chapelle-au-moine/ville-61094,7.0,7.5,7.9,7.0,6.0,8.7,8.9,8.3,8.5,9.2,9.0,9.3,9.3
La Chapelle-au-Riboul (53440),/management/ville/la-chapelle-au-riboul/ville-53057,5.0,5.3,5.2,4.4,4.3,5.8,5.8,5.3,5.9,6.8,6.4,7.2,6.6
La Chapelle-Aubareil (24290),/management/ville/la-chapelle-aubareil/ville-24106,8.6,8.5,8.5,8.2,7.2,9.1,9.3,9.2,10.2,10.4,10.6,10.9,10.9
La Chapelle-aux-Bois (88240),/management/ville/la-chapelle-aux-bois/ville-88088,8.9,9.6,9.9,8.7,8.1,10.4,9.9,9.7,10.9,11.7,11.7,12.1,11.2
La Chapelle-aux-Brocs (19360),/management/ville/la-chapelle-aux-brocs/ville-19043,6.4,6.3,6.5,5.8,5.4,7.3,6.9,7.2,8.3,9.3,8.8,9.1,9.0
La Chapelle-aux-Chasses (03230),/management/ville/la-chapelle-aux-chasses/ville-03057,6.5,6.8,7.0,6.3,5.7,7.5,7.7,7.7,8.3,8.7,8.4,9.0,8.7
La Chapelle-aux-Choux (72800),/management/ville/la-chapelle-aux-choux/ville-72060,7.2,7.3,8.2,7.8,6.6,9.5,9.1,8.4,9.1,10.4,9.9,10.4,9.9
La Chapelle-aux-Filtzméens (35190),/management/ville/la-chapelle-aux-filtzmeens/ville-35056,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
La Chapelle-aux-Lys (85120),/management/ville/la-chapelle-aux-lys/ville-85053,7.2,7.0,7.1,6.3,5.8,8.3,8.2,8.0,9.0,10.1,9.6,9.7,9.0
La Chapelle-aux-Naux (37130),/management/ville/la-chapelle-aux-naux/ville-37056,7.6,7.5,7.5,6.8,6.2,7.8,8.0,7.6,8.3,9.2,9.0,9.4,9.1
La Chapelle-aux-Saints (19120),/management/ville/la-chapelle-aux-saints/ville-19044,6.4,6.3,6.5,5.8,5.4,7.3,6.9,7.2,8.3,9.3,8.8,9.1,9.0
La Chapelle-Baloue (23160),/management/ville/la-chapelle-baloue/ville-23050,7.2,7.4,7.3,7.0,6.7,8.0,8.4,9.0,9.5,10.0,9.5,9.8,9.4
La Chapelle-Bâton (79220),/management/ville/la-chapelle-baton/ville-79070,6.2,6.1,6.5,5.9,5.3,6.8,7.1,6.6,7.3,7.8,7.6,8.1,7.6
La Chapelle-Bayvel (27260),/management/ville/la-chapelle-bayvel/ville-27146,8.8,8.4,8.6,7.6,6.6,8.9,8.9,9.1,10.0,11.1,10.7,10.9,10.7
La Chapelle-Bertin (43270),/management/ville/la-chapelle-bertin/ville-43057,6.8,6.6,7.1,6.6,5.8,6.9,7.0,6.8,7.5,8.4,8.4,8.5,8.4
La Chapelle-Bertrand (79200),/management/ville/la-chapelle-bertrand/ville-79071,6.5,6.2,7.2,5.8,5.6,7.7,7.6,6.9,8.0,8.6,8.0,8.9,8.7
La Chapelle-Biche (61100),/management/ville/la-chapelle-biche/ville-61095,7.0,7.5,7.9,7.0,6.0,8.7,8.9,8.3,8.5,9.2,9.0,9.3,9.3
La Chapelle-Blanche (22350),/management/ville/la-chapelle-blanche/ville-22036,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
La Chapelle-Blanche-Saint-Martin (37240),/management/ville/la-chapelle-blanche-saint-martin/ville-37057,7.6,7.5,7.5,6.8,6.2,7.8,8.0,7.6,8.3,9.2,9.0,9.4,9.1
La Chapelle-Bouëxic (35330),/management/ville/la-chapelle-bouexic/ville-35057,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
La Chapelle-Cécelin (50800),/management/ville/la-chapelle-cecelin/ville-50121,5.0,5.3,5.5,5.1,4.5,6.5,6.3,6.0,6.2,6.8,6.9,6.9,6.5
La Chapelle-Chaussée (35630),/management/ville/la-chapelle-chaussee/ville-35058,6.0,6.1,6.5,5.9,5.0,6.9,6.8,6.6,7.4,8.1,7.9,8.1,7.7
La Chapelle-Craonnaise (53230),/management/ville/la-chapelle-craonnaise/ville-53058,5.1,5.4,5.6,4.8,4.5,6.6,6.3,5.7,6.3,7.1,6.7,7.1,6.6
La Chapelle-d'Abondance (74360),/management/ville/la-chapelle-d-abondance/ville-74058,6.7,6.7,6.7,5.9,5.6,7.5,7.8,7.2,7.9,8.4,8.2,8.5,8.0
La Chapelle-d'Alagnon (15300),/management/ville/la-chapelle-d-alagnon/ville-15041,5.6,5.4,5.8,5.5,4.9,5.8,5.5,5.5,6.2,6.8,6.3,6.1,5.4
La Chapelle-d'Aligné (72300),/management/ville/la-chapelle-d-aligne/ville-72061,6.1,5.9,6.7,6.1,5.7,8.4,8.2,7.2,7.9,8.7,8.2,8.6,8.3
La Chapelle-d'Angillon (18380),/management/ville/la-chapelle-d-angillon/ville-18047,7.9,8.0,8.1,7.3,6.5,8.0,8.6,8.4,9.0,9.9,9.4,10.1,9.8
La Chapelle-d'Armentières (59930),/management/ville/la-chapelle-d-armentieres/ville-59143,9.8,10.1,10.5,9.5,8.6,10.1,10.5,10.2,10.7,11.3,11.0,11.1,10.4
La Chapelle-d'Aunainville (28700),/management/ville/la-chapelle-d-aunainville/ville-28074,6.8,7.2,6.9,5.9,5.1,7.2,7.4,7.2,7.9,8.6,8.5,8.7,8.3
La Chapelle-d'Aurec (43120),/management/ville/la-chapelle-d-aurec/ville-43058,8.3,8.4,8.6,7.6,6.9,9.4,9.0,8.7,9.3,10.0,9.8,10.3,9.8
La Chapelle-de-Bragny (71240),/management/ville/la-chapelle-de-bragny/ville-71089,7.6,7.4,7.7,6.9,6.2,8.2,8.5,8.3,9.1,9.5,9.0,9.4,9.2
La Chapelle-de-Brain (35660),/management/ville/la-chapelle-de-brain/ville-35064,7.1,7.5,7.4,7.0,6.0,8.7,7.9,7.3,8.7,9.7,9.4,9.8,8.9
